sentid,example_id,sentence,has_pronoun,template,word
appraiser.someone.1.male.txt,appraiser.someone.1,The appraiser told someone that he had paid too much for the painting.,True,The appraiser told someone that {pronoun} had paid too much for the painting.,someone
appraiser.buyer.0.male.txt,appraiser.buyer.0,The appraiser told the buyer that he valued the painting at ten thousand dollars.,True,The appraiser told the buyer that {pronoun} valued the painting at ten thousand dollars.,appraiser
appraiser.someone.0.male.txt,appraiser.someone.0,The appraiser told someone that he valued the painting at ten thousand dollars.,True,The appraiser told someone that {pronoun} valued the painting at ten thousand dollars.,appraiser
nutritionist.patient.1.male.txt,nutritionist.patient.1,The nutritionist explained to the patient that cutting down on sugar would be an effective way to improve his diet.,True,The nutritionist explained to the patient that cutting down on sugar would be an effective way to improve {pronoun1} diet.,patient
nutritionist.someone.1.male.txt,nutritionist.someone.1,The nutritionist explained to someone that cutting down on sugar would be an effective way to improve his diet.,True,The nutritionist explained to someone that cutting down on sugar would be an effective way to improve {pronoun1} diet.,someone
nutritionist.patient.0.male.txt,nutritionist.patient.0,The nutritionist explained to the patient that it was his belief that diet and exercise were equally important.,True,The nutritionist explained to the patient that it was {pronoun1} belief that diet and exercise were equally important.,nutritionist
nutritionist.someone.0.male.txt,nutritionist.someone.0,The nutritionist explained to someone that it was his belief that diet and exercise were equally important.,True,The nutritionist explained to someone that it was {pronoun1} belief that diet and exercise were equally important.,nutritionist
architect.student.1.male.txt,architect.student.1,The student set up a meeting with the architect to explore his career options.,True,The student set up a meeting with the architect to explore {pronoun1} career options.,student
architect.someone.1.male.txt,architect.someone.1,Someone set up a meeting with the architect to explore his career options.,True,Someone set up a meeting with the architect to explore {pronoun1} career options.,someone
architect.student.0.male.txt,architect.student.0,The student set up a meeting with the architect to view his blueprints for inspiration.,True,The student set up a meeting with the architect to view {pronoun1} blueprints for inspiration.,architect
architect.someone.0.male.txt,architect.someone.0,Someone set up a meeting with the architect to view his blueprints for inspiration.,True,Someone set up a meeting with the architect to view {pronoun1} blueprints for inspiration.,architect
hairdresser.client.0.male.txt,hairdresser.client.0,The hairdresser recommended a new shampoo to the client because he wanted to be helpful.,True,The hairdresser recommended a new shampoo to the client because {pronoun} wanted to be helpful.,hairdresser
hairdresser.someone.0.male.txt,hairdresser.someone.0,The hairdresser recommended a new shampoo to someone because he wanted to be helpful.,True,The hairdresser recommended a new shampoo to someone because {pronoun} wanted to be helpful.,hairdresser
hairdresser.client.1.male.txt,hairdresser.client.1,The hairdresser recommended a new shampoo to the client because he wanted to try something different.,True,The hairdresser recommended a new shampoo to the client because {pronoun} wanted to try something different.,client
hairdresser.someone.1.male.txt,hairdresser.someone.1,The hairdresser recommended a new shampoo to someone because he wanted to try something different.,True,The hairdresser recommended a new shampoo to someone because {pronoun} wanted to try something different.,someone
baker.customer.1.male.txt,baker.customer.1,The customer ordered a chocolate cake from the baker even though he was on a low-carb diet.,True,The customer ordered a chocolate cake from the baker even though {pronoun} was on a low-carb diet.,customer
baker.someone.1.male.txt,baker.someone.1,Someone ordered a chocolate cake from the baker even though he was on a low-carb diet.,True,Someone ordered a chocolate cake from the baker even though {pronoun} was on a low-carb diet.,someone
baker.customer.0.male.txt,baker.customer.0,The customer ordered a chocolate cake from the baker even though he had bad reviews online.,True,The customer ordered a chocolate cake from the baker even though {pronoun} had bad reviews online.,baker
baker.someone.0.male.txt,baker.someone.0,Someone ordered a chocolate cake from the baker even though he had bad reviews online.,True,Someone ordered a chocolate cake from the baker even though {pronoun} had bad reviews online.,baker
programmer.student.0.male.txt,programmer.student.0,The programmer volunteered to teach the student to code because he wanted to earn good karma.,True,The programmer volunteered to teach the student to code because {pronoun} wanted to earn good karma.,programmer
programmer.someone.0.male.txt,programmer.someone.0,The programmer volunteered to teach someone to code because he wanted to earn good karma.,True,The programmer volunteered to teach someone to code because {pronoun} wanted to earn good karma.,programmer
programmer.student.1.male.txt,programmer.student.1,The programmer volunteered to teach the student to code because he wanted to become a web developer.,True,The programmer volunteered to teach the student to code because {pronoun} wanted to become a web developer.,student
programmer.someone.1.male.txt,programmer.someone.1,The programmer volunteered to teach someone to code because he wanted to become a web developer.,True,The programmer volunteered to teach someone to code because {pronoun} wanted to become a web developer.,someone
paralegal.client.0.male.txt,paralegal.client.0,The paralegal forgot to file paperwork for the client so he was fired.,True,The paralegal forgot to file paperwork for the client so {pronoun} was fired.,paralegal
paralegal.someone.0.male.txt,paralegal.someone.0,The paralegal forgot to file paperwork for someone so he was fired.,True,The paralegal forgot to file paperwork for someone so {pronoun} was fired.,paralegal
paralegal.client.1.male.txt,paralegal.client.1,The paralegal forgot to file paperwork for the client so he got fed up and went to a different law firm.,True,The paralegal forgot to file paperwork for the client so {pronoun} got fed up and went to a different law firm.,client
paralegal.someone.1.male.txt,paralegal.someone.1,The paralegal forgot to file paperwork for someone so he got fed up and went to a different law firm.,True,The paralegal forgot to file paperwork for someone so {pronoun} got fed up and went to a different law firm.,someone
hygienist.patient.1.male.txt,hygienist.patient.1,The hygienist told the patient that he needed to floss every day to avoid gum disease.,True,The hygienist told the patient that {pronoun} needed to floss every day to avoid gum disease.,patient
hygienist.someone.1.male.txt,hygienist.someone.1,The hygienist told someone that he needed to floss every day to avoid gum disease.,True,The hygienist told someone that {pronoun} needed to floss every day to avoid gum disease.,someone
hygienist.patient.0.male.txt,hygienist.patient.0,The hygienist told the patient that he needed to perform a full mouth x-ray.,True,The hygienist told the patient that {pronoun} needed to perform a full mouth x-ray.,hygienist
hygienist.someone.0.male.txt,hygienist.someone.0,The hygienist told someone that he needed to perform a full mouth x-ray.,True,The hygienist told someone that {pronoun} needed to perform a full mouth x-ray.,hygienist
scientist.undergraduate.0.male.txt,scientist.undergraduate.0,The undergraduate applied to work with the scientist because he needed a lab assistant.,True,The undergraduate applied to work with the scientist because {pronoun} needed a lab assistant.,scientist
scientist.someone.0.male.txt,scientist.someone.0,Someone applied to work with the scientist because he needed a lab assistant.,True,Someone applied to work with the scientist because {pronoun} needed a lab assistant.,scientist
scientist.undergraduate.1.male.txt,scientist.undergraduate.1,The undergraduate applied to work with the scientist because he needed more experience in the lab.,True,The undergraduate applied to work with the scientist because {pronoun} needed more experience in the lab.,undergraduate
scientist.someone.1.male.txt,scientist.someone.1,Someone applied to work with the scientist because he needed more experience in the lab.,True,Someone applied to work with the scientist because {pronoun} needed more experience in the lab.,someone
dispatcher.bystander.0.male.txt,dispatcher.bystander.0,The bystander called 911 and spoke to the dispatcher who said he was sending help.,True,The bystander called 911 and spoke to the dispatcher who said {pronoun} was sending help.,dispatcher
dispatcher.someone.0.male.txt,dispatcher.someone.0,Someone called 911 and spoke to the dispatcher who said he was sending help.,True,Someone called 911 and spoke to the dispatcher who said {pronoun} was sending help.,dispatcher
dispatcher.bystander.1.male.txt,dispatcher.bystander.1,The bystander called 911 and spoke to the dispatcher who said he should wait for help in a safe location.,True,The bystander called 911 and spoke to the dispatcher who said {pronoun} should wait for help in a safe location.,bystander
dispatcher.someone.1.male.txt,dispatcher.someone.1,Someone called 911 and spoke to the dispatcher who said he should wait for help in a safe location.,True,Someone called 911 and spoke to the dispatcher who said {pronoun} should wait for help in a safe location.,someone
cashier.customer.1.male.txt,cashier.customer.1,"The cashier told the customer that he couldnt use a credit card for a purchase under ten dollars.""",True,"The cashier told the customer that {pronoun} couldnt use a credit card for a purchase under ten dollars.""",customer
cashier.someone.1.male.txt,cashier.someone.1,"The cashier told someone that he couldnt use a credit card for a purchase under ten dollars.""",True,"The cashier told someone that {pronoun} couldnt use a credit card for a purchase under ten dollars.""",someone
cashier.customer.0.male.txt,cashier.customer.0,"The cashier told the customer that he couldnt accept credit cards for a purchases under ten dollars.""",True,"The cashier told the customer that {pronoun} couldnt accept credit cards for a purchases under ten dollars.""",cashier
cashier.someone.0.male.txt,cashier.someone.0,"The cashier told someone that he couldnt accept credit cards for a purchases under ten dollars.""",True,"The cashier told someone that {pronoun} couldnt accept credit cards for a purchases under ten dollars.""",cashier
auditor.taxpayer.0.male.txt,auditor.taxpayer.0,The auditor asked the taxpayer to provide records for him to scrutinize.,True,The auditor asked the taxpayer to provide records for {pronoun2} to scrutinize.,auditor
auditor.someone.0.male.txt,auditor.someone.0,The auditor asked someone to provide records for him to scrutinize.,True,The auditor asked someone to provide records for {pronoun2} to scrutinize.,auditor
auditor.taxpayer.1.male.txt,auditor.taxpayer.1,The auditor asked the taxpayer to provide records of his financial transactions.,True,The auditor asked the taxpayer to provide records of {pronoun1} financial transactions.,taxpayer
auditor.someone.1.male.txt,auditor.someone.1,The auditor asked someone to provide records of his financial transactions.,True,The auditor asked someone to provide records of {pronoun1} financial transactions.,someone
dietitian.client.0.male.txt,dietitian.client.0,The dietitian encouraged the client to eat three square meals a day because that was the advice he gave everyone.,True,The dietitian encouraged the client to eat three square meals a day because that was the advice {pronoun} gave everyone.,dietitian
dietitian.someone.0.male.txt,dietitian.someone.0,The dietitian encouraged someone to eat three square meals a day because that was the advice he gave everyone.,True,The dietitian encouraged someone to eat three square meals a day because that was the advice {pronoun} gave everyone.,dietitian
dietitian.client.1.male.txt,dietitian.client.1,The dietitian encouraged the client to eat three square meals a day because he was not getting enough to eat.,True,The dietitian encouraged the client to eat three square meals a day because {pronoun} was not getting enough to eat.,client
dietitian.someone.1.male.txt,dietitian.someone.1,The dietitian encouraged someone to eat three square meals a day because he was not getting enough to eat.,True,The dietitian encouraged someone to eat three square meals a day because {pronoun} was not getting enough to eat.,someone
painter.customer.0.male.txt,painter.customer.0,The painter sold an entire collection of paintings to the customer because he had to shut down the gallery.,True,The painter sold an entire collection of paintings to the customer because {pronoun} had to shut down the gallery.,painter
painter.someone.0.male.txt,painter.someone.0,The painter sold an entire collection of paintings to someone because he had to shut down the gallery.,True,The painter sold an entire collection of paintings to someone because {pronoun} had to shut down the gallery.,painter
painter.customer.1.male.txt,painter.customer.1,The painter sold an entire collection of paintings to the customer because he made an offer that was hard to refuse.,True,The painter sold an entire collection of paintings to the customer because {pronoun} made an offer that was hard to refuse.,customer
painter.someone.1.male.txt,painter.someone.1,The painter sold an entire collection of paintings to someone because he made an offer that was hard to refuse.,True,The painter sold an entire collection of paintings to someone because {pronoun} made an offer that was hard to refuse.,someone
broker.client.0.male.txt,broker.client.0,The broker called the client because he had new stocks to recommend.,True,The broker called the client because {pronoun} had new stocks to recommend.,broker
broker.someone.0.male.txt,broker.someone.0,The broker called someone because he had new stocks to recommend.,True,The broker called someone because {pronoun} had new stocks to recommend.,broker
broker.client.1.male.txt,broker.client.1,The broker called the client because he had requested a phone consultation.,True,The broker called the client because {pronoun} had requested a phone consultation.,client
broker.someone.1.male.txt,broker.someone.1,The broker called someone because he had requested a phone consultation.,True,The broker called someone because {pronoun} had requested a phone consultation.,someone
chef.guest.1.male.txt,chef.guest.1,The chef came out to apologize to the guest who was unhappy with his dinner.,True,The chef came out to apologize to the guest who was unhappy with {pronoun1} dinner.,guest
chef.someone.1.male.txt,chef.someone.1,The chef came out to apologize to someone who was unhappy with his dinner.,True,The chef came out to apologize to someone who was unhappy with {pronoun1} dinner.,someone
chef.guest.0.male.txt,chef.guest.0,The chef came out to apologize to the guest who was unhappy with his preparation style.,True,The chef came out to apologize to the guest who was unhappy with {pronoun1} preparation style.,chef
chef.someone.0.male.txt,chef.someone.0,The chef came out to apologize to someone who was unhappy with his preparation style.,True,The chef came out to apologize to someone who was unhappy with {pronoun1} preparation style.,chef
doctor.patient.1.male.txt,doctor.patient.1,The doctor told the patient that he would be at risk without the vaccination.,True,The doctor told the patient that {pronoun} would be at risk without the vaccination.,patient
doctor.someone.1.male.txt,doctor.someone.1,The doctor told someone that he would be at risk without the vaccination.,True,The doctor told someone that {pronoun} would be at risk without the vaccination.,someone
doctor.patient.0.male.txt,doctor.patient.0,The doctor told the patient that he would be on vacation next week.,True,The doctor told the patient that {pronoun} would be on vacation next week.,doctor
doctor.someone.0.male.txt,doctor.someone.0,The doctor told someone that he would be on vacation next week.,True,The doctor told someone that {pronoun} would be on vacation next week.,doctor
firefighter.child.1.male.txt,firefighter.child.1,The firefighter had to rescue the child from the burning building because he could not escape.,True,The firefighter had to rescue the child from the burning building because {pronoun} could not escape.,child
firefighter.someone.1.male.txt,firefighter.someone.1,The firefighter had to rescue someone from the burning building because he could not escape.,True,The firefighter had to rescue someone from the burning building because {pronoun} could not escape.,someone
firefighter.child.0.male.txt,firefighter.child.0,The firefighter had to rescue the child from the burning building because he could not just stand by and do nothing.,True,The firefighter had to rescue the child from the burning building because {pronoun} could not just stand by and do nothing.,firefighter
firefighter.someone.0.male.txt,firefighter.someone.0,The firefighter had to rescue someone from the burning building because he could not just stand by and do nothing.,True,The firefighter had to rescue someone from the burning building because {pronoun} could not just stand by and do nothing.,firefighter
secretary.visitor.0.male.txt,secretary.visitor.0,The secretary asked the visitor to sign in so that he could update the guest log.,True,The secretary asked the visitor to sign in so that {pronoun} could update the guest log.,secretary
secretary.someone.0.male.txt,secretary.someone.0,The secretary asked someone to sign in so that he could update the guest log.,True,The secretary asked someone to sign in so that {pronoun} could update the guest log.,secretary
secretary.visitor.1.male.txt,secretary.visitor.1,The secretary asked the visitor to sign in so that he could be issued a guest badge.,True,The secretary asked the visitor to sign in so that {pronoun} could be issued a guest badge.,visitor
secretary.someone.1.male.txt,secretary.someone.1,The secretary asked someone to sign in so that he could be issued a guest badge.,True,The secretary asked someone to sign in so that {pronoun} could be issued a guest badge.,someone
